Ф.И.О.;Состояние;Группа;Факультет;Направление Рейтинга;ID записи;Балл достижений;Уровень достижений (НИД)
Георгий Вадимович Белоруссов;магистрант;ХТТбп-18-1;ИВТ;СД;72486;83
Екатерина Петровна Кучевская;магистрант;ГРб-19-1;ИАСиД;СД;19407;148
Василий Яковлевич Булеков;магистрант;ЭСТб-18-2;ИН;СД;21536;113
Яна Федоровна Вязьмина;магистрант;КНб-19-1;ИАМиТ;СД;25268;85
Алина Сергеевна Рачкова;студент;РРб-20-1;ИЭ;СД;47294;116
Елена Богдановна Питеримова;магистрант;СМ-17-1;ИАСиД;СД;60704;111
Катерина Андреевна Назярова;магистрант;ДСб-20-1;ИАМиТ;СД;60274;77
Валерий Тимофеевич Бодусев;магистрант;ПОм-21-1;ИН;СД;72185;123
София Петровна Мунябина;студент;СМ-17-1;ИИТиАД;СД;16928;97
Павел Аркадиевич Михейцев;магистрант;СМ-17-1;ИИТиАД;СД;44075;65
Тарас Юриевич Вязов;студент;РРб-20-1;ИЭ;СД;90070;120
Оксана Леонидовна Моссалева;магистрант;ПОм-21-1;ИН;СД;15761;89
Пётр Андреевич Акмолин;магистрант;ФКб-20-1;ИАСиД;СД;86873;85
Дарья Богдановна Чершукова;магистрант;СУЗ-20-1;ИЭ;СД;22974;129
Кристина Ивановна Горбарова;студент;ЭСТб-18-2;ИВТ;СД;81435;144
Анастасия Романовна Сергучева;магистрант;СМ-17-1;ИВТ;СД;47009;98
Геннадий Игоревич Лимков;магистрант;КНб-19-1;ИВТ;СД;41868;64
Алёна Борисовна Щепетова;магистрант;ЛМБм-20-1;ИВТ;СД;21317;77
Мария Романовна Курищева;магистрант;СУЗ-20-1;ИАСиД;СД;31634;105
Борис Антонович Журдин;магистрант;РРб-20-1;ИЭУП;СД;37812;53
Григорий Павлович Буланов;магистрант;ЛМБм-20-1;ИН;СД;67884;126
Леонид Павлович Коростелин;студент;ФКб-20-1;ИН;СД;41510;100
Лариса Аркадьевна Исачкова;магистрант;ГРб-19-1;ИЭУП;СД;72980;131
Федор Юриевич Батаршин;студент;ФКб-20-1;ИН;СД;83946;107
Иван Павлович Тургумбаев;студент;РМ-20-1;ИН;СД;91533;124
Инна Михайловна Можарцева;магистрант;ХТТбп-18-1;ИВТ;СД;68880;142
Любовь Леонидовна Баборыкина;студент;СУЗ-20-1;ИАСиД;СД;23179;95
Клара Богдановна Ястрова;студент;КНб-19-1;ИВТ;СД;28396;127
Степан Иванович Намятов;студент;РМ-20-1;ИВТ;СД;71910;57
Юрий Игоревич Ретанов;магистрант;ХТТбп-18-1;ИВТ;СД;17931;96
Денис Георгиевич Куретков;студент;ЭСТб-18-2;ИН;СД;17760;73
Наталия Олеговна Ммальцева;студент;КНб-19-1;ИИТиАД;СД;60159;145
Юлия Федоровна Жижчинова;магистрант;КНб-19-1;ИИТиАД;СД;96301;128
Артём Романович Катустин;магистрант;ЛМБм-20-1;ИВТ;СД;42356;105
Герасим Викторович Ягубичев;студент;КНб-19-1;ИН;СД;97054;94
Галина Егоровна Хрящевская;магистрант;ЛМБм-20-1;ИЭУП;СД;54442;105
Роман Валериевич Матюхов;студент;ПОм-21-1;ИИТиАД;СД;70371;67
Алёна Андреевна Тюхматьева;студент;СУЗ-20-1;ИАСиД;СД;50451;145
Ольга Никитична Жимолохина;студент;ЭСТб-18-2;ИН;СД;60951;74
Екатерина Богдановна Паномарева;магистрант;ГРб-19-1;ИН;СД;37497;51
Евгения Олеговна Кирицкая;магистрант;СУЗ-20-1;ИЭУП;СД;76639;59
Ярослав Павлович Самусов;студент;ПОм-21-1;ИВТ;СД;28889;128
Надежда Сергеевна Серцева;студент;ФКб-20-1;ИВТ;СД;11795;91
Жанна Эдуардовна Блиненкова;магистрант;РМ-20-1;ИЭУП;СД;71173;118
Мария Яковлевна Капанкина;студент;ДСб-20-1;ИАСиД;СД;82923;110
Александра Яковлевна Ширинева;студент;СМ-17-1;ИИТиАД;СД;87682;109
Полина Леонидовна Кияновская;магистрант;ДСб-20-1;ИЭУП;СД;82013;31
Ева Эдуардовна Штерина;магистрант;ЭСТб-18-2;ИАСиД;СД;73850;87
Лариса Вадимовна Опенкина;магистрант;КНб-19-1;ИВТ;СД;35211;69
Тамара Евгеньевна Андриашина;магистрант;ЭСТб-18-2;ИЭУП;СД;39952;41
